CODCNH,NOMBRE,DIRECCION,TELEFONO,TELEFONO2,TELEFAX,CODMU,MUNICIPIOS,CODPROV,PROVINCIAS,CODAUTO,COMUNIDADES,CODPOSTAL,NCAMAS,CODFI,FINALIDAD ASISITENCIAL,CODPAT,DEPENDENCIA PATRIMONIAL,CODFU,DEPENDENCIA FUNCIONAL,ACREDOCENT,ESCOMPLE,FORCOMPLE,CODIDCOM,ALTA,CERRADO,CAPITAL,CIERREFECH,CONCIERTO,EMAIL,TAC,RM,GAM,HEM,ASD,LIT,BCO,ALI,SPECT,PET,MAMOS,DO,DIAL
270122,HOSPITAL UNIVERSITARIO LUCUS AUGUSTI,"ULISES ROMERO, 1",982296000,,,270288,Lugo,27,LUGO,12,GALICIA,27003,0,1,GENERAL,9,ENTIDADES PÚBLICAS,7,SERVICIO GALLEGO DE SALUD-SERGAS,S,N,S,270018,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0
280014,HOSPITAL UNIVERSITARIO LA PAZ,"Pº DE LA CASTELLANA, 261",917277000,,913584699,280796,Madrid,28,MADRID,13,MADRID,28046,0,1,GENERAL,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,S,N,S,281168,N,N,S,,N,gencia.hulp@salud.madrid.org,0,0,0,0,0,0,0,0,0,0,0,0,0
280029,HOSPITAL RAMÓN Y CAJAL,"CTRA. DE COLMENAR VIEJO, KM. 9,1",913368000,,913580614,280796,Madrid,28,MADRID,13,MADRID,28034,901,1,GENERAL,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,S,,N,gencia.hrc@salud.madrid.org,4,3,4,3,2,1,0,2,0,1,3,2,28
280035,HOSPITAL UNIVERSITARIO 12 DE OCTUBRE,"AV. DE CÓRDOBA, S/N",913908373,,913908582,280796,Madrid,28,MADRID,13,MADRID,28041,1196,1,GENERAL,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,S,,N,gerent.hdoc@salud.madrid.org,6,5,2,3,2,1,0,3,3,1,3,2,43
280072,HOSPITAL CLÍNICO SAN CARLOS,"PROF. MARTÍN LAGOS, S/N",913303000,,913303257,280796,Madrid,28,MADRID,13,MADRID,28040,861,1,GENERAL,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,S,,N,gerent.hcsc@salud.madrid.org,3,3,3,3,3,0,0,2,2,1,4,2,15
280091,HOSPITAL VIRGEN DE LA TORRE,"PUERTO LUMBRERAS, 5",911918883,,911919895,280796,Madrid,28,MADRID,13,MADRID,28031,0,14,OTROS MONOGRÁFICOS,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,N,N,S,281405,N,N,S,,N,gerencia.hvll@salud.madrid.org,0,0,0,0,0,0,0,0,0,0,0,0,0
280112,HOSPITAL UNIVERSITARIO SANTA CRISTINA,"MAESTRO VIVES, 2",915574300,,915574400,280796,Madrid,28,MADRID,13,MADRID,28009,156,1,GENERAL,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,N,N,N,,N,N,S,,N,gencia.hscr@salud.madrid.org,1,0,0,0,0,0,0,0,0,0,1,1,0
280127,HOSPITAL UNIVERSITARIO DE LA PRINCESA,"DIEGO DE LEÓN, 62",915202200,915202501,914021169,280796,Madrid,28,MADRID,13,MADRID,28006,524,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,S,,N,gencia.hlpr@salud.madrid.org,3,2,0,2,2,0,0,2,1,0,1,1,24
280133,HOSPITAL INFANTIL UNIVERSITARIO NIÑO JESUS,"AV. MENÉNDEZ PELAYO, 65",915035900,,915733546,280796,Madrid,28,MADRID,13,MADRID,28009,170,4,INFANTIL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,S,,N,gerent.hnjs@salud.madrid.org,1,1,0,0,0,0,0,0,0,0,0,0,0
280148,HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSÉ Y SANTA ADELA,"AV. DE LA REINA VICTORIA, 22-24",914538300,,915330515,280796,Madrid,28,MADRID,13,MADRID,28003,154,1,GENERAL,11,PRIVADO-BENÉFICO (CRUZ ROJA),34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,S,,N,gerent.hccruzr@salud.madrid.org,1,0,1,0,0,0,0,0,0,0,1,0,0
280164,HOSPITAL CARLOS III,"SINESIO DELGADO, 8-10",917277000,,913584699,280796,Madrid,28,MADRID,13,MADRID,28029,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,S,281168,N,N,S,,N,gencia.hulp@salud.madrid.org,0,0,0,0,0,0,0,0,0,0,0,0,0
280210,HOSPITAL CANTOBLANCO,"CTRA. DE COLMENAR VIEJO, KM. 14,5",917277000,,913584699,280796,Madrid,28,MADRID,13,MADRID,28049,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,N,N,S,281168,N,N,S,,N,gencia.hulp@salud.madrid.org,0,0,0,0,0,0,0,0,0,0,0,0,0
280225,COMPLEJO HOSPITALARIO GREGORIO MARAÑÓN,"DR ESQUERDO, 46",915868000,915868017,915868018,280796,Madrid,28,MADRID,13,MADRID,28007,1349,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,S,N,,N,N,S,,N,gerencia.hgugm@salud.madrid.org,5,4,1,4,3,1,0,3,2,1,2,1,28
280246,HOSPITAL GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,"DR ESQUERDO, 46",915868000,915868017,915868018,280796,Madrid,28,MADRID,13,MADRID,28007,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,S,280225,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0
280259,INSTITUTO PROVINCIAL DE REHABILITACIÓN,"FRANCISCO SILVELA, 40",915868967,,915868996,280796,Madrid,28,MADRID,13,MADRID,28028,0,13,GERIATRÍA Y/O LARGA ESTANCIA,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,S,280225,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0
280262,HOSPITAL DR. R. LAFORA,"CTRA. DE COLMENAR VIEJO, KM. 13,8",915867500,,915867391,280796,Madrid,28,MADRID,13,MADRID,28049,334,6,PSIQUIÁTRICO,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,S,,N,gerent.hlafora@salud.madrid.org,0,0,0,0,0,0,0,0,0,0,0,0,0
280323,SANATORIO NUESTRA SEÑORA DEL ROSARIO,"PRÍNCIPE DE VERGARA, 53",914359100,,915761800,280796,Madrid,28,MADRID,13,MADRID,28006,176,1,GENERAL,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,N,secretaria@hospitalrosario.com,1,3,0,1,0,0,0,0,0,0,2,1,0
280339,HOSPITAL SAN RAFAEL,"SERRANO, 199",915649943,915646181,915635005,280796,Madrid,28,MADRID,13,MADRID,28016,188,1,GENERAL,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,S,sanrafael.secretaria@hsjd.es,1,2,0,1,0,0,0,0,0,0,1,0,0
280344,HOSPITAL DE LA V.O.T. DE SAN FRANCISCO DE ASÍS,"SAN BERNABÉ, 13",913657600,,913650860,280796,Madrid,28,MADRID,13,MADRID,28005,72,1,GENERAL,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,S,administrador@hospitalvot.es,1,1,0,0,0,0,0,0,0,0,1,0,0
280357,HOSPITAL QUIRÓNSALUD SAN JOSÉ,"CARTAGENA, 111",910687000,,915103833,280796,Madrid,28,MADRID,13,MADRID,28002,84,2,QUIRÚRGICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,info.sanjose@quironsalud.es,1,1,0,0,0,0,0,0,0,0,1,1,0
280360,HOSPITAL BEATA MARÍA ANA. HH. HOSPITALARIAS SGDO. C. DE JESÚS,"DR ESQUERDO, 83",914097423,,915732026,280796,Madrid,28,MADRID,13,MADRID,28007,160,12,MÉDICO-QUIRÚRGICO,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,S,acapilla.hbma@hospitalarias.es,1,2,0,0,0,0,0,1,0,0,1,1,0
280376,CLÍNICA SANTA ELENA,"LA GRANJA, 8",914539400,914539407,914539401,280796,Madrid,28,MADRID,13,MADRID,28003,76,1,GENERAL,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,S,informacion@clinica-santa-elena.org,1,1,0,0,0,1,0,0,0,0,1,0,21
280382,HOSPITAL SAN FRANCISCO DE ASÍS,"JOAQUÍN COSTA, 28",915617100,,915643971,280796,Madrid,28,MADRID,13,MADRID,28002,168,1,GENERAL,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,S,jmanuel.lopez@ssfda.com,1,2,0,1,0,0,0,1,0,0,1,1,12
280395,CLÍNICA SAN MIGUEL,"ARTURO SORIA, 204",914135011,,914135638,280796,Madrid,28,MADRID,13,MADRID,28043,94,6,PSIQUIÁTRICO,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,S,cpolidura.sanmiguel@hospitalarias.es,0,0,0,0,0,0,0,0,0,0,0,0,0
280409,CLÍNICA NUESTRA SRA. DE LA PAZ,"LÓPEZ DE HOYOS, 259",914156000,646599099,915191509,280796,Madrid,28,MADRID,13,MADRID,28043,99,6,PSIQUIÁTRICO,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),S,N,N,,N,N,S,,S,elvira.conde@sjd.es,0,0,0,0,0,0,0,0,0,0,0,0,0
280416,FUNDACIÓN INSTITUTO SAN JOSÉ,"C\ PINAR DE SAN JOSÉ, 98",915080140,,915083760,280796,Madrid,28,MADRID,13,MADRID,28054,259,13,GERIATRÍA Y/O LARGA ESTANCIA,13,OTRO PRIVADO BENÉFICO,21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,S,fisj@ohsjd.es,0,0,0,0,0,0,0,0,0,0,0,0,0
280421,HOSPITAL UNIVERSITARIO FUNDACIÓN JIMÉNEZ DÍAZ,"AV. DE LOS REYES CATÓLICOS, 2",915504800,,915443625,280796,Madrid,28,MADRID,13,MADRID,28040,659,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,S,N,N,,N,N,S,,S,fjd@fjd.es,4,4,2,1,2,1,0,2,0,0,3,2,25
280442,HOSPITAL VIRGEN DEL MAR,"CALLE HONDURAS, Nº 14",913539500,913539501,913451013,280796,Madrid,28,MADRID,13,MADRID,28016,76,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,cibanezr@sanitas.es,1,1,0,0,0,0,0,0,0,0,1,0,0
280455,"HESTIA MADRID (CLÍNICA SEAR, S.A.)","CTRA. DE COLMENAR VIEJO, KM. 16",917340500,,917348734,280796,Madrid,28,MADRID,13,MADRID,28049,250,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,sear@clinicasear.com,0,0,0,0,0,0,0,0,0,0,0,0,0
280468,HOSPITAL RUBER JUAN BRAVO 39,"JUAN BRAVO, 39",910687777,,913098223,280796,Madrid,28,MADRID,13,MADRID,28006,70,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,secretariadireccion.rjb@quironsalud.es,1,1,0,0,0,0,0,0,0,0,0,0,16
280474,HOSPITAL VITHAS NUESTRA SEÑORA DE AMÉRICA,"ARTURO SORIA, 103",902500112,,914130974,280796,Madrid,28,MADRID,13,MADRID,28043,100,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,infomadrid@vithas.es,1,3,1,1,1,0,0,0,0,0,1,1,0
280528,"HOSPITAL VIRGEN DE LA PALOMA, S.A.","LOMA, 1",915348207,,915532268,280796,Madrid,28,MADRID,13,MADRID,28003,92,2,QUIRÚRGICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,facturacion@hospitalvpaloma.com,1,1,0,1,0,2,0,0,0,0,1,1,0
280534,"CLÍNICA LA LUZ, S.L.","MAESTRO ÁNGEL LLORCA, 8",914530200,914530599,914530425,280796,Madrid,28,MADRID,13,MADRID,28003,180,12,MÉDICO-QUIRÚRGICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,info.laluz@quironsalud.es,3,2,0,1,1,1,0,2,0,1,2,1,0
280549,FUENSANTA S.L. (CLÍNICA FUENSANTA),"ARTURO SORIA, 17",914100200,,914071512,280796,Madrid,28,MADRID,13,MADRID,28027,30,2,QUIRÚRGICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,jgabiola@grupofuensanta.com,1,1,1,0,0,0,0,0,0,0,2,1,30
280552,HOSPITAL RUBER JUAN BRAVO 49,"JUAN BRAVO, 49",910687999,,914024617,280796,Madrid,28,MADRID,13,MADRID,28006,163,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,secretariadireccion.rjb@quironsalud.es,1,2,0,1,1,0,0,0,0,0,1,1,0
280565,HOSPITAL RUBER INTERNACIONAL,"LA MASÓ, 38",913875000,913875270,913875259,280796,Madrid,28,MADRID,13,MADRID,28034,143,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,ruber.rbi@ruberinternacional.es,3,3,1,1,1,0,0,3,1,1,2,1,1
280587,CLÍNICA LA MILAGROSA,"MODESTO LAFUENTE, 14",914472100,,914473449,280796,Madrid,28,MADRID,13,MADRID,28010,171,2,QUIRÚRGICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,lamilagrosa@lamilagrosa.com,1,3,2,1,1,1,0,1,0,1,1,1,0
280604,HOSPITAL UNIVERSITARIO LA ZARZUELA,"PLÉYADES, 25 (ARAVACA)",915858016,915858000,913572892,280796,Madrid,28,MADRID,13,MADRID,28023,116,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,S,N,N,,N,N,S,,N,idiezr@sanitas.es,1,2,0,1,1,0,0,0,0,0,1,0,0
280626,HOSPITAL UNIVERSITARIO HM NUEVO BELEN,"JOSÉ SILVA, 7",917444100,917441600,914153305,280796,Madrid,28,MADRID,13,MADRID,28043,60,3,MATERNAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,S,N,N,,N,N,S,,N,pmonteliu@hmhospitales.com,0,0,0,0,0,0,0,0,0,0,1,1,0
280647,SANATORIO NEUROPSIQUIÁTRICO DOCTOR LEÓN,"PZA MARIANO DE CAVIA, 3",914332948,,914334938,280796,Madrid,28,MADRID,13,MADRID,28007,96,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,"sanatoriodrleon@telefonica.net , loclileon@hotmail.com",0,0,0,0,0,0,0,0,0,0,0,0,0
280650,INSTITUTO DE INVESTIGACIONES NEUROPSIQUIÁTRICAS DR. LÓPEZ IBOR,"DOCTOR JUAN JOSÉ LÓPEZ IBOR, 2",913162740,913162744,913162844,280796,Madrid,28,MADRID,13,MADRID,28035,67,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,info@lopezibor.com,0,0,0,0,0,0,0,0,0,0,0,0,0
280679,"SANATORIO ESQUERDO, S.A.","AV. DE LOS POBLADOS, 70",917061100,,917063521,280796,Madrid,28,MADRID,13,MADRID,28044,115,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,info@sanatorioesquerdo.com,0,0,0,0,0,0,0,0,0,0,0,0,0
280724,HOSPITAL CENTRAL DE LA DEFENSA GOMEZ ULLA,"GLORIETA DEL EJÉRCITO, Nº 1",914222000,,914228201,280796,Madrid,28,MADRID,13,MADRID,28047,475,1,GENERAL,5,MINISTERIO DE DEFENSA,25,MINISTERIO DE DEFENSA,S,N,N,,N,N,S,,S,hcdgomezulla@oc.mde.es,2,2,0,2,1,1,0,2,1,0,1,1,24
280745,HOSPITAL UNIVERSITARIO PRÍNCIPE DE ASTURIAS,"CTRA. ALCALÁ-MECO, S/N",918878100,,918801825,280053,Alcalá de Henares,28,MADRID,13,MADRID,28805,507,1,GENERAL,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,gerent.hupa@salud.madrid.org,3,2,1,1,1,0,0,0,0,0,2,1,28
280761,HOSPITAL DE LA FUENFRÍA,"CTRA. DE LAS DEHESAS, S/N",918520300,,918521567,280382,Cercedilla,28,MADRID,13,MADRID,28470,192,13,GERIATRÍA Y/O LARGA ESTANCIA,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,gerent.hlff@salud.madrid.org,0,0,0,0,0,0,0,0,0,0,0,0,0
280777,HH. HH. SGDO. C. DE JESÚS. COMPLEJO ASISTENCIAL BENITO MENNI,"JARDINES, 1",918930150,,918930175,280409,Ciempozuelos,28,MADRID,13,MADRID,28350,318,6,PSIQUIÁTRICO,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,N,,S,jrodriguez.cabm@hospitalarias.es,0,0,0,0,0,0,0,0,0,0,0,0,0
280783,CENTRO SAN JUAN DE DIOS,"AV. DE SAN JUAN DE DIOS, 1",918930001,646599099,918932868,280409,Ciempozuelos,28,MADRID,13,MADRID,28350,339,6,PSIQUIÁTRICO,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),S,N,N,,N,N,N,,S,elvira.conde@sjd.es,0,0,0,0,0,0,0,0,0,0,0,0,0
280796,HOSPITAL MONOGRÁFICO ASEPEYO DE TRAUMAT. CIRUGÍA Y REHABILITACIÓN,"JOAQUÍN DE CÁRDENAS, 2",916735011,,916276204,280493,Coslada,28,MADRID,13,MADRID,28823,133,10,TRAUMATOLOGÍA Y/O REHABILITACIÓN,10,MATEP,19,MATEP,S,N,N,,N,N,N,,N,IGARCIAGISMERA@ASEPEYO.ES,1,2,0,0,0,0,0,0,0,0,0,0,0
280800,HOSPITAL GUADARRAMA,"PASEO DEL MOLINO DEL REY, 2",918562000,,918562057,280685,Guadarrama,28,MADRID,13,MADRID,28440,144,13,GERIATRÍA Y/O LARGA ESTANCIA,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,N,N,N,,N,N,N,,N,gerencia.hgua@salud.madrid.org,0,0,0,0,0,0,0,0,0,0,0,0,0
280838,HOSPITAL UNIVERSITARIO SEVERO OCHOA,AVENIDA DE ORELLANA S/Nº,914818000,,916940717,280745,Leganés,28,MADRID,13,MADRID,28911,386,1,GENERAL,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,gencia.hsvo@salud.madrid.org,2,2,0,1,1,0,0,0,0,0,2,0,57
280843,INSTITUTO PSIQUIÁTRICO SERVICIOS DE SALUD MENTAL JOSÉ GERMAIN-1 LUNA,"LA LUNA, 1",915866767,,915866543,280745,Leganés,28,MADRID,13,MADRID,28911,0,6,PSIQUIÁTRICO,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,S,281427,N,N,N,,N,gerencia.ipjg@salud.madrid.org,0,0,0,0,0,0,0,0,0,0,0,0,0
280856,FREMAP HOSPITAL Y CENTRO DE REHABILITACIÓN DE MAJADAHONDA,"CTRA. DE POZUELO, 61",916265642,916265279,916392607,280800,Majadahonda,28,MADRID,13,MADRID,28222,116,10,TRAUMATOLOGÍA Y/O REHABILITACIÓN,10,MATEP,19,MATEP,S,N,N,,N,N,N,,N,braulio_garrido@fremap.es,1,2,0,0,0,0,0,0,0,0,0,0,0
280894,HOSPITAL UNIVERSITARIO DE MÓSTOLES,C/ DR. LUIS MONTES S/N (ANTIGUA C/ RÍO JÚCAR),916648600,,916471917,280920,Móstoles,28,MADRID,13,MADRID,28935,332,1,GENERAL,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,gerent.hmtl@salud.madrid.org,1,2,0,0,0,0,0,0,0,0,2,0,0
280920,HOSPITAL EL ESCORIAL,"CTRA. GUADARRAMA - SAN LORENZO DE EL ESCORIAL, KM. 6,2",918973000,,918973005,281317,San Lorenzo de El Escorial,28,MADRID,13,MADRID,28200,91,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,hospitalelescorial.h@salud.madrid.org,1,1,0,0,0,0,0,0,0,0,1,0,0
280936,HOSPITAL VIRGEN DE LA POVEDA,"CTRA. DEL HOSPITAL, S/N KM. 5",918608000,,918620100,281718,Villa del Prado,28,MADRID,13,MADRID,28630,202,13,GERIATRÍA Y/O LARGA ESTANCIA,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,N,N,N,,N,N,N,,N,gerenciahvpo@salud.madrid.org,0,0,0,0,0,0,0,0,0,0,0,0,0
280954,HOSPITAL DE MADRID,"PZA CONDE DEL VALLE DE SUCHILL, 16",914476600,915941598,915941598,280796,Madrid,28,MADRID,13,MADRID,28015,99,2,QUIRÚRGICO,12,PRIVADO-BENÉFICO (IGLESIA),23,PRIVADO NO BENÉFICO,S,N,N,,N,N,S,,S,msanchezgalindo@hmhospitales.com,1,2,0,0,0,0,0,0,0,0,1,0,0
280989,HOSPITAL UNIVERSITARIO DE GETAFE,"CRTRA DE TOLEDO, KM. 12,5",916839360,,916839748,280650,Getafe,28,MADRID,13,MADRID,28905,510,1,GENERAL,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,gencia.hugf@salud.madrid.org,2,2,0,1,1,0,0,0,2,1,1,0,24
281034,CLÍNICA ISADORA,"PIRINEOS, 7",913111000,,913111659,280796,Madrid,28,MADRID,13,MADRID,28040,19,12,MÉDICO-QUIRÚRGICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,clinica-isadora@clinica-isadora.es,0,0,0,0,0,0,0,0,0,0,0,0,0
281049,HOSPITAL UNIVERSITARIO MONCLOA,"AV. VALLADOLID, 83",915957392,915957291,915957077,280796,Madrid,28,MADRID,13,MADRID,28008,235,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,direccion.moncloa@grupohla.com,1,2,0,1,1,0,0,0,0,0,1,0,1
281071,HOSPITAL UNIVERSITARIO FUNDACIÓN ALCORCÓN,"BUDAPEST, 1",916219400,,916219902,280072,Alcorcón,28,MADRID,13,MADRID,28922,400,1,GENERAL,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,direcciongerencia@fhalcorcon.es,2,2,1,1,1,1,0,0,0,0,2,1,28
281087,CLINICA CEMTRO,"AV. VENTISQUERO DE LA CONDESA, 42",917355757,,917355758,280796,Madrid,28,MADRID,13,MADRID,28035,94,12,MÉDICO-QUIRÚRGICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,administracion@clinicacemtro.com,1,4,0,0,0,0,0,0,0,0,0,0,0
281090,HOSPITAL UNIVERSITARIO HM  MONTEPRÍNCIPE,"AV. MONTEPRÍNCIPE, 25",917089900,,912110118,280225,Boadilla del Monte,28,MADRID,13,MADRID,28660,170,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,S,N,N,,N,N,N,,S,lespada@hmhospitales.com,1,3,0,2,2,1,0,0,0,0,1,1,1
281113,CENTRO ONCOLÓGICO MD ANDERSON INTERNATIONAL ESPAÑA,GÓMEZ HEMANS. 2-4,917878600,,917680687,280796,Madrid,28,MADRID,13,MADRID,28033,99,8,ONCOLÓGICO,5,MINISTERIO DE DEFENSA,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,info@mdanderson.es,1,1,1,0,0,0,0,2,0,1,1,1,0
281124,HOSPITAL QUIRONSALUD SUR,"ESTAMBUL, 30",916496600,,916496604,280072,Alcorcón,28,MADRID,13,MADRID,28922,81,12,MÉDICO-QUIRÚRGICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,monte.rodriguez@quironsalud.es,1,2,0,1,1,0,0,0,0,0,1,1,0
281146,HOSPITAL UNIVERSITARIO DE FUENLABRADA,"CAMINO DEL MOLINO, 2",916006000,,916006701,280587,Fuenlabrada,28,MADRID,13,MADRID,28942,406,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,gerencia.hflr@salud.madrid.org,1,2,1,1,1,0,0,2,1,1,1,1,0
281157,HOSPITAL UNIVERSITARIO HM TORRELODONES,AV. CASTILLO OLIVARES S/N,912675000,912675062,918591555,281527,Torrelodones,28,MADRID,13,MADRID,28250,86,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,S,N,N,,N,N,N,,S,mvillarinop@hmhospitales.com,1,2,0,0,0,0,0,0,0,0,1,0,0
281168,COMPLEJO UNIVERSITARIO LA PAZ,"Pº DE LA CASTELLANA, 261",917277000,,913584699,280796,Madrid,28,MADRID,13,MADRID,28046,1268,1,GENERAL,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,S,S,N,,N,N,S,,N,gencia.hulp@salud.madrid.org,6,4,3,3,3,0,0,2,1,1,3,3,43
281179,HOSPITAL LA MORALEJA,"AV. FRANCISCO PI Y MARGALL, 81",917679100,,917679344,280796,Madrid,28,MADRID,13,MADRID,28050,126,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,S,N,N,,N,N,S,,N,bruiz@sanitas.es,1,2,0,1,1,1,0,0,2,1,1,1,0
281180,HOSPITAL LOS MADROÑOS,"CRTRA. M-501 KM 17,900 (VÍA DE SERVICIO)",918163526,,918159728,280262,Brunete,28,MADRID,13,MADRID,28690,53,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,info@lmh.es,1,2,0,0,0,0,0,0,0,0,1,0,0
